run,dl,ul,ping,record time
515,532.196,266.028,11.626,2023-09-26 19:15:44
516,491.913,267.629,11.626,2023-09-26 19:16:40
517,492.127,268.074,11.626,2023-09-26 19:17:37
518,618.462,265.142,11.626,2023-09-26 19:18:32
519,629.443,267.465,11.626,2023-09-26 19:19:27
520,639.859,265.46,11.626,2023-09-26 19:20:22
521,668.061,266.69,11.626,2023-09-26 19:21:17
522,722.556,266.552,11.626,2023-09-26 19:22:11
523,596.222,259.712,11.626,2023-09-26 19:23:07
524,643.041,266.712,11.626,2023-09-26 19:24:02
525,591.019,265.014,11.626,2023-09-26 19:24:57
526,247.773,245.966,11.626,2023-09-26 19:25:58
527,255.777,247.838,11.626,2023-09-26 19:26:58
528,266.262,246.108,11.626,2023-09-26 19:27:58
529,251.488,238.908,11.626,2023-09-26 19:28:59
530,243.042,239.652,11.626,2023-09-26 19:29:59
531,263.278,244.442,11.626,2023-09-26 19:30:59
532,275.592,247.73,11.626,2023-09-26 19:32:00
533,250.869,245.371,11.626,2023-09-26 19:33:00
534,277.772,241.602,11.626,2023-09-26 19:34:01
535,250.07,242.425,11.626,2023-09-26 19:35:01
536,287.895,242.439,11.626,2023-09-26 19:36:01
537,213.59,243.421,11.626,2023-09-26 19:37:02
538,277.064,239.49,11.626,2023-09-26 19:38:02
539,263.195,242.767,11.626,2023-09-26 19:39:02
540,255.895,244.528,11.626,2023-09-26 19:40:03
541,283.845,245.341,11.626,2023-09-26 19:41:03
542,264.87,246.057,11.626,2023-09-26 19:42:03
543,260.031,244.732,11.626,2023-09-26 19:43:04
544,228.234,243.241,11.626,2023-09-26 19:44:04
545,280.966,250.261,11.626,2023-09-26 19:45:05
546,267.766,246.559,11.626,2023-09-26 19:46:05
547,245.098,243.733,11.626,2023-09-26 19:47:05
548,255.248,245.814,11.626,2023-09-26 19:48:05
549,249.024,250.15,11.626,2023-09-26 19:49:06
550,248.097,246.215,11.626,2023-09-26 19:50:06
551,293.561,234.742,11.626,2023-09-26 19:51:07
552,264.345,242.134,11.626,2023-09-26 19:52:07
553,257.15,243.067,11.626,2023-09-26 19:53:07
554,272.254,244.888,11.626,2023-09-26 19:54:08
555,259.03,241.462,11.626,2023-09-26 19:55:08
556,255.737,237.765,11.626,2023-09-26 19:56:08
557,268.355,245.73,11.626,2023-09-26 19:57:09
558,281.127,245.974,11.626,2023-09-26 19:58:09
559,258.336,245.564,11.626,2023-09-26 19:59:09
560,259.701,246.654,11.626,2023-09-26 20:00:10
561,261.068,243.908,11.626,2023-09-26 20:01:10
562,277.25,248.837,11.626,2023-09-26 20:02:11
563,252.604,246.608,11.626,2023-09-26 20:03:11
564,247.883,244.205,11.626,2023-09-26 20:04:11
565,248.754,245.265,11.626,2023-09-26 20:05:11
566,276.467,242.028,11.626,2023-09-26 20:06:12
567,276.365,246.102,11.626,2023-09-26 20:07:12
568,254.804,241.572,11.626,2023-09-26 20:08:12
569,247.777,246.909,11.626,2023-09-26 20:09:13
570,229.847,245.254,11.626,2023-09-26 20:10:13
571,249.827,248.491,11.626,2023-09-26 20:11:14
572,279.889,242.571,11.626,2023-09-26 20:12:14
573,268.765,244.443,11.626,2023-09-26 20:13:14
574,254.167,242.868,11.626,2023-09-26 20:14:15
575,257.39,246.446,11.626,2023-09-26 20:15:15
576,267.993,242.241,11.626,2023-09-26 20:16:16
577,251.095,245.869,11.626,2023-09-26 20:17:16
578,287.569,237.561,11.626,2023-09-26 20:18:16
579,275.433,241.676,11.626,2023-09-26 20:19:17
580,270.864,245.113,11.626,2023-09-26 20:20:17
581,292.934,243.978,11.626,2023-09-26 20:21:17
582,282.291,240.844,11.626,2023-09-26 20:22:18
583,249.653,241.673,11.626,2023-09-26 20:23:18
584,284.481,241.004,11.626,2023-09-26 20:24:19
585,272.418,221.406,11.626,2023-09-26 20:25:20
586,247.111,242.372,11.626,2023-09-26 20:26:20
587,257.211,230.528,11.626,2023-09-26 20:27:21
588,243.919,247.442,11.626,2023-09-26 20:28:21
589,246.006,249.688,11.626,2023-09-26 20:29:22
590,295.779,245.956,11.626,2023-09-26 20:30:22
591,271.01,248.104,11.626,2023-09-26 20:31:22
592,288.112,247.175,11.626,2023-09-26 20:32:23
593,242.101,248.148,11.626,2023-09-26 20:33:23
594,249.548,254.234,11.626,2023-09-26 20:34:23
595,262.255,247.832,11.626,2023-09-26 20:35:23
596,248.631,215.778,11.626,2023-09-26 20:36:24
597,261.302,243.372,11.626,2023-09-26 20:37:25
598,282.583,251.562,11.626,2023-09-26 20:38:25
599,274.736,251.261,11.626,2023-09-26 20:39:25
600,258.766,245.707,11.626,2023-09-26 20:40:26
601,266.66,242.274,11.626,2023-09-26 20:41:26
602,238.473,245.21,11.626,2023-09-26 20:42:26
603,245.039,229.557,11.626,2023-09-26 20:43:27
604,270.37,249.076,11.626,2023-09-26 20:44:27
605,275.086,243.46,11.626,2023-09-26 20:45:27
606,284.462,247.159,11.626,2023-09-26 20:46:28
607,288.774,250.232,11.626,2023-09-26 20:47:28
608,272.82,246.283,11.626,2023-09-26 20:48:28
609,271.837,249.939,11.626,2023-09-26 20:49:29
610,260.077,251.532,11.626,2023-09-26 20:50:29
611,266.113,253.249,11.626,2023-09-26 20:51:29
612,242.248,244.774,11.626,2023-09-26 20:52:29
613,247.156,244.882,11.626,2023-09-26 20:53:30
614,273.808,247.081,11.626,2023-09-26 20:54:30
615,245.729,243.425,11.626,2023-09-26 20:55:30
616,257.172,246.626,11.626,2023-09-26 20:56:31
617,260.093,245.793,11.626,2023-09-26 20:57:31
618,265.248,241.741,11.626,2023-09-26 20:58:31
619,232.643,238.863,11.626,2023-09-26 20:59:32
620,252.665,246.674,11.626,2023-09-26 21:00:32
621,269.089,244.505,11.626,2023-09-26 21:01:33
622,249.627,248.814,11.626,2023-09-26 21:02:33
623,291.654,251.487,11.626,2023-09-26 21:03:33
624,253.48,248.912,11.626,2023-09-26 21:04:33
625,279.269,246.547,11.626,2023-09-26 21:05:34
626,250.179,248.61,11.626,2023-09-26 21:06:34
627,270.351,244.795,11.626,2023-09-26 21:07:34
628,270.661,247.429,11.626,2023-09-26 21:08:34
629,239.129,237.659,11.626,2023-09-26 21:09:35
630,262.205,244.183,11.626,2023-09-26 21:10:35
631,265.068,245.585,11.626,2023-09-26 21:11:36
632,262.237,249.873,11.626,2023-09-26 21:12:36
633,253.222,249.512,11.626,2023-09-26 21:13:36
634,267.588,236.54,11.626,2023-09-26 21:14:37
635,268.041,249.074,11.626,2023-09-26 21:15:37
636,282.177,244.986,11.626,2023-09-26 21:16:37
637,261.586,249.768,11.626,2023-09-26 21:17:37
638,256.114,242.893,11.626,2023-09-26 21:18:38
639,237.772,34.322,11.626,2023-09-26 21:20:02
640,582.217,266.189,11.626,2023-09-26 21:20:57
641,638.004,259.395,11.626,2023-09-26 21:21:53
642,509.706,264.247,11.626,2023-09-26 21:22:49
643,547.241,263.228,11.626,2023-09-26 21:23:45
644,514.655,264.834,11.626,2023-09-26 21:24:41
645,580.012,264.235,11.626,2023-09-26 21:25:37
646,627.117,264.019,11.626,2023-09-26 21:26:32
647,574.7,263.386,11.626,2023-09-26 21:27:28
648,655.87,264.916,11.626,2023-09-26 21:28:23
649,614.536,264.329,11.626,2023-09-26 21:29:18
650,480.831,262.809,11.626,2023-09-26 21:30:15
651,724.349,264.163,11.626,2023-09-26 21:31:09
652,438.662,264.496,11.626,2023-09-26 21:32:07
653,680.378,264.887,11.626,2023-09-26 21:33:02
654,667.63,264.18,11.626,2023-09-26 21:33:57
655,639.963,264.936,11.626,2023-09-26 21:34:52
656,507.119,268.522,11.626,2023-09-26 21:35:48
657,619.295,265.763,11.626,2023-09-26 21:36:43
658,619.041,266.022,11.626,2023-09-26 21:37:39
659,605.147,267.76,11.626,2023-09-26 21:38:34
660,620.068,264.71,11.626,2023-09-26 21:39:29
661,534.876,265.73,11.626,2023-09-26 21:40:25
662,577.41,263.234,11.626,2023-09-26 21:41:21
663,548.773,265.868,11.626,2023-09-26 21:42:17
664,576.718,260.854,11.626,2023-09-26 21:43:12
665,588.541,266.225,11.626,2023-09-26 21:44:08
666,501.991,264.38,11.626,2023-09-26 21:45:04
667,638.795,264.37,11.626,2023-09-26 21:45:59
668,651.048,263.906,11.626,2023-09-26 21:46:54
669,532.899,265.664,11.626,2023-09-26 21:47:51
670,642.836,266.746,11.626,2023-09-26 21:48:46
671,604.309,263.75,11.626,2023-09-26 21:49:41
672,522.712,266.005,11.626,2023-09-26 21:50:37
673,571.528,267.866,11.626,2023-09-26 21:51:33
674,634.897,266.536,11.626,2023-09-26 21:52:28
675,631.97,265.644,11.626,2023-09-26 21:53:23
676,564.464,266.61,11.626,2023-09-26 21:54:19
677,633.864,265.641,11.626,2023-09-26 21:55:14
678,649.264,266.974,11.626,2023-09-26 21:56:09
679,590.58,267.295,11.626,2023-09-26 21:57:04
680,623.915,266.446,11.626,2023-09-26 21:57:59
681,548.7,267.006,11.626,2023-09-26 21:58:55
682,650.022,265.01,11.626,2023-09-26 21:59:50
683,629.349,267.294,11.626,2023-09-26 22:00:45
684,619.457,265.322,11.626,2023-09-26 22:01:40
685,610.723,267.793,11.626,2023-09-26 22:02:36
686,568.113,267.744,11.626,2023-09-26 22:03:31
687,631.148,267.253,11.626,2023-09-26 22:04:27
688,654.221,266.761,11.626,2023-09-26 22:05:22
689,658.189,265.155,11.626,2023-09-26 22:06:16
690,649.445,267.178,11.626,2023-09-26 22:07:11
691,648.884,265.227,11.626,2023-09-26 22:08:06
692,646.976,265.762,11.626,2023-09-26 22:09:01
693,658.004,268.264,11.626,2023-09-26 22:09:56
694,697.023,266.195,11.626,2023-09-26 22:10:51
695,544.626,266.89,11.626,2023-09-26 22:11:47
696,586.121,265.194,11.626,2023-09-26 22:12:42
697,610.244,268.972,11.626,2023-09-26 22:13:38
698,670.654,266.647,11.626,2023-09-26 22:14:32
699,600.145,266.924,11.626,2023-09-26 22:15:28
700,624.727,265.785,11.626,2023-09-26 22:16:23
701,684.821,268.479,11.626,2023-09-26 22:17:18
702,572.291,266.838,11.626,2023-09-26 22:18:13
703,504.086,267.462,11.626,2023-09-26 22:19:10
704,601.295,266.792,11.626,2023-09-26 22:20:05
705,744.228,264.894,11.626,2023-09-26 22:20:59
706,631.726,267.288,11.626,2023-09-26 22:21:54
707,700.526,265.003,11.626,2023-09-26 22:22:49
708,538.008,267.682,11.626,2023-09-26 22:23:45
709,628.75,264.911,11.626,2023-09-26 22:24:40
710,588.511,266.76,11.626,2023-09-26 22:25:36
711,713.376,263.871,11.626,2023-09-26 22:26:30
712,657.181,265.591,11.626,2023-09-26 22:27:25
713,647.702,264.845,11.626,2023-09-26 22:28:20
714,640.112,264.378,11.626,2023-09-26 22:29:15
715,634.574,265.847,11.626,2023-09-26 22:30:11
716,585.999,267.261,11.626,2023-09-26 22:31:06
717,560.859,266.661,11.626,2023-09-26 22:32:02
718,581.229,264.7,11.626,2023-09-26 22:32:57
719,732.053,267.406,11.626,2023-09-26 22:33:52
720,612.798,266.22,11.626,2023-09-26 22:34:47
721,582.138,267.508,11.626,2023-09-26 22:35:43
722,641.221,265.971,11.626,2023-09-26 22:36:38
723,629.818,267.847,11.626,2023-09-26 22:37:33
724,621.745,267.105,11.626,2023-09-26 22:38:28
725,626.947,266.832,11.626,2023-09-26 22:39:23
726,621.043,265.821,11.626,2023-09-26 22:40:18
727,508.066,268.051,11.626,2023-09-26 22:41:14
728,394.523,265.205,11.626,2023-09-26 22:42:13
729,370.133,265.821,11.626,2023-09-26 22:43:12
730,537.779,245.133,11.626,2023-09-26 22:44:08
731,679.75,219.818,11.626,2023-09-26 22:45:04
732,667.474,266.111,11.626,2023-09-26 22:45:58
733,586.535,267.363,11.626,2023-09-26 22:46:54
734,578.305,266.722,11.626,2023-09-26 22:47:49
735,514.298,264.551,11.626,2023-09-26 22:48:46
736,622.472,264.243,11.626,2023-09-26 22:49:41
737,656.689,268.513,11.626,2023-09-26 22:50:36
738,578.858,266.254,11.626,2023-09-26 22:51:31
739,627.627,266.423,11.626,2023-09-26 22:52:27
740,606.134,265.634,11.626,2023-09-26 22:53:22
741,662.628,264.269,11.626,2023-09-26 22:54:17
742,417.415,268.176,11.626,2023-09-26 22:55:15
743,401.944,266.86,11.626,2023-09-26 22:56:13
744,373.229,265.052,11.626,2023-09-26 22:57:11
745,568.665,223.29,11.626,2023-09-26 22:58:08
746,578.247,209.355,11.626,2023-09-26 22:59:05
747,660.48,265.591,11.626,2023-09-26 23:00:00
748,713.472,254.29,11.626,2023-09-26 23:00:54
749,679.627,265.662,11.626,2023-09-26 23:01:49
750,763.03,266.983,11.626,2023-09-26 23:02:43
751,711.818,267.715,11.626,2023-09-26 23:03:38
752,667.944,265.285,11.626,2023-09-26 23:04:33
753,642.794,265.682,11.626,2023-09-26 23:05:28
754,636.903,267.036,11.626,2023-09-26 23:06:23
755,604.495,267.602,11.626,2023-09-26 23:07:18
756,601.705,266.81,11.626,2023-09-26 23:08:13
757,389.455,265.076,11.626,2023-09-26 23:09:12
758,477.445,245.993,11.626,2023-09-26 23:10:09
759,581.62,210.22,11.626,2023-09-26 23:11:06
760,674.782,267.036,11.626,2023-09-26 23:12:00
761,653.152,265.27,11.626,2023-09-26 23:12:55
762,717.932,267.73,11.626,2023-09-26 23:13:50
763,654.191,264.988,11.626,2023-09-26 23:14:45
764,683.357,268.572,11.626,2023-09-26 23:15:39
765,578.653,265.809,11.626,2023-09-26 23:16:35
766,586.177,268.212,11.626,2023-09-26 23:17:31
767,644.152,265.731,11.626,2023-09-26 23:18:25
768,660.918,268.866,11.626,2023-09-26 23:19:20
769,616.843,264.369,11.626,2023-09-26 23:20:16
770,400.428,264.487,11.626,2023-09-26 23:21:14
771,449.392,265.222,11.626,2023-09-26 23:22:11
772,545.074,237.901,11.626,2023-09-26 23:23:07
773,647.688,231.454,11.626,2023-09-26 23:24:03
774,676.952,264.476,11.626,2023-09-26 23:24:58
775,663.021,265.725,11.626,2023-09-26 23:25:53
776,632.56,265.634,11.626,2023-09-26 23:26:48
777,604.107,264.258,11.626,2023-09-26 23:27:43
778,585.336,264.578,11.626,2023-09-26 23:28:39
779,0,259.013,11.626,2023-09-26 23:29:39
780,236.056,244.288,11.626,2023-09-26 23:30:40
781,249.017,244.897,11.626,2023-09-26 23:31:40
782,256.225,239.229,11.626,2023-09-26 23:32:40
783,259.229,242.114,11.626,2023-09-26 23:33:41
784,239.668,242.393,11.626,2023-09-26 23:34:41
785,261.713,241.964,11.626,2023-09-26 23:35:42
786,261.898,248.868,11.626,2023-09-26 23:36:42
787,259.643,245.763,11.626,2023-09-26 23:37:42
788,266.351,249.133,11.626,2023-09-26 23:38:42
789,295.464,236.015,11.626,2023-09-26 23:39:43
790,236.467,245.47,11.626,2023-09-26 23:40:43
791,305.637,242.785,11.626,2023-09-26 23:41:44
792,250.732,250.334,11.626,2023-09-26 23:42:44
793,315.928,242.889,11.626,2023-09-26 23:43:44
794,252.806,240.688,11.626,2023-09-26 23:44:45
795,260.145,243.193,11.626,2023-09-26 23:45:45
796,268.511,243.449,11.626,2023-09-26 23:46:45
797,273.501,244.729,11.626,2023-09-26 23:47:46
798,256.606,239.042,11.626,2023-09-26 23:48:46
799,261.985,246.951,11.626,2023-09-26 23:49:47
800,270.649,246.989,11.626,2023-09-26 23:50:47
801,258.519,243.097,11.626,2023-09-26 23:51:47
802,257.852,246.501,11.626,2023-09-26 23:52:48
803,271.478,231.561,11.626,2023-09-26 23:53:48
804,290.223,235.708,11.626,2023-09-26 23:54:49
805,260.077,245.893,11.626,2023-09-26 23:55:49
806,276.509,244.712,11.626,2023-09-26 23:56:50
807,302.19,244.626,11.626,2023-09-26 23:57:50
808,258.473,243.56,11.626,2023-09-26 23:58:50
809,253.288,244.465,11.626,2023-09-26 23:59:51
810,291.813,240.836,11.626,2023-09-27 00:00:51
811,283.326,239.851,11.626,2023-09-27 00:01:51
812,290.4,253.133,11.626,2023-09-27 00:02:52
813,253.623,244.163,11.626,2023-09-27 00:03:52
814,261.059,241.691,11.626,2023-09-27 00:04:52
815,255.572,246.206,11.626,2023-09-27 00:05:53
816,249.755,244.313,11.626,2023-09-27 00:06:53
817,252.861,241.432,11.626,2023-09-27 00:07:53
818,249.228,248.993,11.626,2023-09-27 00:08:54
819,278.616,243.792,11.626,2023-09-27 00:09:54
820,272.76,247.077,11.626,2023-09-27 00:10:54
821,251.983,242.28,11.626,2023-09-27 00:11:55
822,268.189,240.618,11.626,2023-09-27 00:12:55
823,288.192,244.473,11.626,2023-09-27 00:13:55
824,265.14,244.45,11.626,2023-09-27 00:14:56
825,258.233,244.709,11.626,2023-09-27 00:15:56
826,249.665,239.634,11.626,2023-09-27 00:16:56
827,259.599,242.72,11.626,2023-09-27 00:17:57
828,284.066,245.133,11.626,2023-09-27 00:18:57
829,244.164,243.271,11.626,2023-09-27 00:19:57
830,275.915,240.841,11.626,2023-09-27 00:20:58
831,292.145,237.19,11.626,2023-09-27 00:21:58
832,264.498,244.423,11.626,2023-09-27 00:22:59
833,278.133,236.243,11.626,2023-09-27 00:23:59
834,262.632,241.464,11.626,2023-09-27 00:25:00
835,271.665,244.007,11.626,2023-09-27 00:26:00
836,269.939,242.288,11.626,2023-09-27 00:27:00
837,256.642,236.832,11.626,2023-09-27 00:28:01
838,263.109,232.586,11.626,2023-09-27 00:29:01
839,280.067,241.02,11.626,2023-09-27 00:30:02
840,263.426,195.565,11.626,2023-09-27 00:31:04
841,257.013,190.7,11.626,2023-09-27 00:32:05
842,247.389,203.026,11.626,2023-09-27 00:33:07
843,264.548,204.516,11.626,2023-09-27 00:34:08
844,259.342,219.267,11.626,2023-09-27 00:35:09
845,241.242,238.106,11.626,2023-09-27 00:36:09
846,214.44,207.672,11.626,2023-09-27 00:37:11
847,171.292,237.328,11.626,2023-09-27 00:38:11
848,222.926,239.775,11.626,2023-09-27 00:39:12
849,273.619,238.815,11.626,2023-09-27 00:40:12
850,258.485,240.576,11.626,2023-09-27 00:41:12
851,209.73,244.43,11.626,2023-09-27 00:42:13
852,255.071,249.429,11.626,2023-09-27 00:43:13
853,227.947,239.428,11.626,2023-09-27 00:44:14
854,200.532,237.883,11.626,2023-09-27 00:45:14
855,190.589,238.877,11.626,2023-09-27 00:46:14
856,191.398,245.41,11.626,2023-09-27 00:47:15
857,194.808,237.697,11.626,2023-09-27 00:48:15
858,207.777,241.382,11.626,2023-09-27 00:49:16
859,212.38,235.204,11.626,2023-09-27 00:50:16
860,218.155,238.138,11.626,2023-09-27 00:51:17
861,237.057,250.249,11.626,2023-09-27 00:52:17
862,242.644,246.226,11.626,2023-09-27 00:53:18
863,249.624,241.252,11.626,2023-09-27 00:54:18
864,231.176,246.666,11.626,2023-09-27 00:55:18
865,231.677,249.25,11.626,2023-09-27 00:56:19
866,250.769,243.565,11.626,2023-09-27 00:57:19
867,266.166,246.816,11.626,2023-09-27 00:58:19
868,237.962,244.692,11.626,2023-09-27 00:59:20
869,375.513,243.266,11.626,2023-09-27 01:00:19
870,289.93,244.655,11.626,2023-09-27 01:01:19
871,276.952,240.663,11.626,2023-09-27 01:02:19
872,255.156,246.832,11.626,2023-09-27 01:03:20
873,222.212,247.687,11.626,2023-09-27 01:04:20
874,273.552,241.4,11.626,2023-09-27 01:05:20
875,277.38,247.454,11.626,2023-09-27 01:06:21
876,289.126,223.313,11.626,2023-09-27 01:07:21
877,271.999,245.916,11.626,2023-09-27 01:08:22
878,268.305,249.591,11.626,2023-09-27 01:09:22
879,277.312,245.824,11.626,2023-09-27 01:10:22
880,282.59,244.432,11.626,2023-09-27 01:11:23
881,264.437,226.871,11.626,2023-09-27 01:12:23
882,275.052,238.272,11.626,2023-09-27 01:13:24
883,281.904,243.578,11.626,2023-09-27 01:14:24
884,235.542,240.495,11.626,2023-09-27 01:15:25
885,305.954,248.225,11.626,2023-09-27 01:16:25
886,291.25,239.089,11.626,2023-09-27 01:17:25
887,309.546,245.362,11.626,2023-09-27 01:18:26
888,244.421,246.216,11.626,2023-09-27 01:19:26
889,270.203,231.662,11.626,2023-09-27 01:20:27
890,276.526,246.065,11.626,2023-09-27 01:21:27
891,252.029,244.557,11.626,2023-09-27 01:22:27
892,285.917,243.06,11.626,2023-09-27 01:23:28
893,523.954,263.598,11.626,2023-09-27 01:24:24
894,679.358,263.423,11.626,2023-09-27 01:25:19
895,504.482,265.333,11.626,2023-09-27 01:26:15
896,346.215,267.112,11.626,2023-09-27 01:27:14
897,341.834,266.373,11.626,2023-09-27 01:28:14
898,299.195,265.471,11.626,2023-09-27 01:29:14
899,602.105,264.691,11.626,2023-09-27 01:30:09
900,575.209,175.932,11.626,2023-09-27 01:31:07
901,631.67,264.417,11.626,2023-09-27 01:32:03
902,612.439,263.795,11.626,2023-09-27 01:32:58
903,610.89,263.259,11.626,2023-09-27 01:33:53
904,583.035,267.961,11.626,2023-09-27 01:34:49
905,615.658,264.441,11.626,2023-09-27 01:35:44
906,579.879,269.044,11.626,2023-09-27 01:36:40
907,664.647,265.546,11.626,2023-09-27 01:37:35
908,624.256,267.421,11.626,2023-09-27 01:38:30
909,674.375,267.342,11.626,2023-09-27 01:39:24
910,626.087,266.665,11.626,2023-09-27 01:40:20
911,639.813,255.971,11.626,2023-09-27 01:41:15
912,604.238,265.045,11.626,2023-09-27 01:42:10
913,611.741,261.478,11.626,2023-09-27 01:43:06
914,703.631,268.278,11.626,2023-09-27 01:44:00
915,692.546,265.231,11.626,2023-09-27 01:44:55
916,631.603,264.816,11.626,2023-09-27 01:45:50
917,629.06,267.367,11.626,2023-09-27 01:46:45
918,648.697,264.565,11.626,2023-09-27 01:47:40
919,569.666,265.132,11.626,2023-09-27 01:48:36
920,630.945,266.092,11.626,2023-09-27 01:49:31
921,536.567,266.134,11.626,2023-09-27 01:50:27
922,597.93,265.576,11.626,2023-09-27 01:51:22
923,659.778,265.333,11.626,2023-09-27 01:52:17
924,636.685,266.271,11.626,2023-09-27 01:53:12
925,636.462,267.476,11.626,2023-09-27 01:54:08
926,695.232,268.099,11.626,2023-09-27 01:55:02
927,592.371,264.279,11.626,2023-09-27 01:55:58
928,634.129,264.777,11.626,2023-09-27 01:56:53
929,600.49,266.264,11.626,2023-09-27 01:57:48
930,624.677,264.565,11.626,2023-09-27 01:58:43
931,582.306,262.621,11.626,2023-09-27 01:59:39
932,693.782,267.206,11.626,2023-09-27 02:00:33
933,666.559,264.097,11.626,2023-09-27 02:01:28
934,641.756,266.893,11.626,2023-09-27 02:02:23
935,650.14,263.738,11.626,2023-09-27 02:03:18
936,675.649,264.848,11.626,2023-09-27 02:04:13
937,641.07,266.806,11.626,2023-09-27 02:05:08
938,669.07,266.579,11.626,2023-09-27 02:06:03
939,693.958,263.073,11.626,2023-09-27 02:06:58
940,660.737,265.74,11.626,2023-09-27 02:07:53
941,657.241,265.162,11.626,2023-09-27 02:08:47
942,675.511,265.048,11.626,2023-09-27 02:09:42
943,647.825,264.761,11.626,2023-09-27 02:10:37
944,594.798,264.227,11.626,2023-09-27 02:11:33
945,748.771,268.685,11.626,2023-09-27 02:12:27
946,645.452,266.937,11.626,2023-09-27 02:13:22
947,642.448,262.935,11.626,2023-09-27 02:14:17
948,590.512,267.421,11.626,2023-09-27 02:15:13
949,596.206,260.819,11.626,2023-09-27 02:16:08
950,519.838,266.854,11.626,2023-09-27 02:17:04
951,557.141,264.851,11.626,2023-09-27 02:18:00
952,670.357,265.606,11.626,2023-09-27 02:18:55
953,615.888,266.103,11.626,2023-09-27 02:19:50
954,616.693,265.985,11.626,2023-09-27 02:20:45
955,630.347,263.434,11.626,2023-09-27 02:21:41
956,627.901,267.82,11.626,2023-09-27 02:22:36
957,586.475,263.941,11.626,2023-09-27 02:23:31
958,676.534,264.007,11.626,2023-09-27 02:24:26
959,618.171,265.853,11.626,2023-09-27 02:25:21
960,683.07,264.528,11.626,2023-09-27 02:26:16
961,651.846,266.642,11.626,2023-09-27 02:27:11
962,579.341,263.922,11.626,2023-09-27 02:28:06
963,690.771,264.649,11.626,2023-09-27 02:29:01
964,656.273,264.777,11.626,2023-09-27 02:29:56
965,618.349,265.405,11.626,2023-09-27 02:30:51
966,616.851,266.685,11.626,2023-09-27 02:31:47
967,620.928,265.032,11.626,2023-09-27 02:32:42
968,559.118,264.503,11.626,2023-09-27 02:33:38
969,582.734,264.082,11.626,2023-09-27 02:34:33
970,705.431,263.903,11.626,2023-09-27 02:35:28
971,587.461,261.536,11.626,2023-09-27 02:36:23
972,598.606,266.047,11.626,2023-09-27 02:37:19
973,652.266,264.137,11.626,2023-09-27 02:38:14
974,692.104,265.226,11.626,2023-09-27 02:39:08
975,558.019,263.971,11.626,2023-09-27 02:40:04
976,679.444,262.722,11.626,2023-09-27 02:40:59
977,554.14,257.584,11.626,2023-09-27 02:41:55
978,332.912,250.116,11.626,2023-09-27 02:42:55
979,299.192,252.565,11.626,2023-09-27 02:43:55
980,324.88,256.39,11.626,2023-09-27 02:44:55
981,332.962,251.071,11.626,2023-09-27 02:45:55
982,325.384,215.369,11.626,2023-09-27 02:46:56
983,272.786,207.577,11.626,2023-09-27 02:47:58
984,300.959,246.435,11.626,2023-09-27 02:48:58
985,310.313,217.926,11.626,2023-09-27 02:49:59
986,450.204,264.516,11.626,2023-09-27 02:50:56
987,506.653,261.157,11.626,2023-09-27 02:51:53
988,525.492,251.765,11.626,2023-09-27 02:52:49
989,562.957,259.673,11.626,2023-09-27 02:53:45
990,446.017,248.8,11.626,2023-09-27 02:54:42
991,673.574,264.318,11.626,2023-09-27 02:55:37
992,333.735,246.108,11.626,2023-09-27 02:56:37
993,316.82,208.544,11.626,2023-09-27 02:57:39
994,314.243,79.838,11.626,2023-09-27 02:58:59
995,581.587,262.624,11.626,2023-09-27 02:59:55
996,347.613,243.959,11.626,2023-09-27 03:00:55
997,182.545,262.762,11.626,2023-09-27 03:01:55
998,618.215,266.402,11.626,2023-09-27 03:02:50
999,594.534,263.779,11.626,2023-09-27 03:03:45
