Run Count Download - Upload - PING Record Time
330 600.139 Mbps - 266.831 Mbps - 11.626 2023-09-26 16:09:49.465722
331 661.954 Mbps - 264.329 Mbps - 11.626 2023-09-26 16:10:44.488314
332 619.133 Mbps - 267.086 Mbps - 11.626 2023-09-26 16:11:39.656395
333 685.829 Mbps - 264.353 Mbps - 11.626 2023-09-26 16:12:34.361708
334 649.201 Mbps - 265.521 Mbps - 11.626 2023-09-26 16:13:29.303553
335 640.437 Mbps - 265.953 Mbps - 11.626 2023-09-26 16:14:24.357465
336 747.159 Mbps - 266.024 Mbps - 11.626 2023-09-26 16:15:18.638795
337 653.542 Mbps - 262.292 Mbps - 11.626 2023-09-26 16:16:13.607745
338 715.007 Mbps - 265.518 Mbps - 11.626 2023-09-26 16:17:08.100302
339 619.169 Mbps - 265.796 Mbps - 11.626 2023-09-26 16:18:03.323806
340 683.36 Mbps - 261.74 Mbps - 11.626 2023-09-26 16:18:58.131283
341 617.531 Mbps - 264.502 Mbps - 11.626 2023-09-26 16:19:53.388548
342 614.627 Mbps - 266.592 Mbps - 11.626 2023-09-26 16:20:48.641920
343 228.368 Mbps - 191.255 Mbps - 11.626 2023-09-26 16:21:50.414487
344 245.073 Mbps - 241.354 Mbps - 11.626 2023-09-26 16:22:50.785990
345 260.492 Mbps - 238.984 Mbps - 11.626 2023-09-26 16:23:51.285913
346 247.203 Mbps - 245.228 Mbps - 11.626 2023-09-26 16:24:51.628102
347 264.464 Mbps - 242.365 Mbps - 11.626 2023-09-26 16:25:51.962015
348 274.368 Mbps - 69.953 Mbps - 11.626 2023-09-26 16:27:20.362495
349 557.159 Mbps - 264.449 Mbps - 11.626 2023-09-26 16:28:16.145834
350 583.876 Mbps - 205.199 Mbps - 11.626 2023-09-26 16:29:13.218934
351 254.024 Mbps - 244.57 Mbps - 11.626 2023-09-26 16:30:13.736579
352 263.175 Mbps - 246.751 Mbps - 11.626 2023-09-26 16:31:13.998886
353 260.929 Mbps - 244.323 Mbps - 11.626 2023-09-26 16:32:14.342120
354 250.729 Mbps - 239.167 Mbps - 11.626 2023-09-26 16:33:14.794890
355 274.59 Mbps - 240.765 Mbps - 11.626 2023-09-26 16:34:15.167473
356 288.797 Mbps - 246.787 Mbps - 11.626 2023-09-26 16:35:15.417330
357 264.886 Mbps - 245.018 Mbps - 11.626 2023-09-26 16:36:15.759266
358 277.891 Mbps - 246.303 Mbps - 11.626 2023-09-26 16:37:16.025163
359 266.077 Mbps - 243.332 Mbps - 11.626 2023-09-26 16:38:16.357225
360 238.066 Mbps - 222.699 Mbps - 11.626 2023-09-26 16:39:17.231127
361 191.415 Mbps - 209.514 Mbps - 11.626 2023-09-26 16:40:18.374774
362 274.722 Mbps - 242.463 Mbps - 11.626 2023-09-26 16:41:18.728819
363 245.074 Mbps - 225.049 Mbps - 11.626 2023-09-26 16:42:19.463536
364 246.046 Mbps - 238.819 Mbps - 11.626 2023-09-26 16:43:19.877874
365 249.448 Mbps - 241.445 Mbps - 11.626 2023-09-26 16:44:20.493594
366 240.871 Mbps - 243.286 Mbps - 11.626 2023-09-26 16:45:20.905659
367 275.396 Mbps - 235.83 Mbps - 11.626 2023-09-26 16:46:21.374024
368 260.899 Mbps - 227.698 Mbps - 11.626 2023-09-26 16:47:22.319495
369 258.906 Mbps - 246.325 Mbps - 11.626 2023-09-26 16:48:22.593334
370 250.188 Mbps - 246.85 Mbps - 11.626 2023-09-26 16:49:22.916083
371 183.345 Mbps - 232.861 Mbps - 11.626 2023-09-26 16:50:23.582301
372 234.391 Mbps - 248.861 Mbps - 11.626 2023-09-26 16:51:23.802495
373 207.189 Mbps - 215.64 Mbps - 11.626 2023-09-26 16:52:24.948746
374 260.181 Mbps - 236.392 Mbps - 11.626 2023-09-26 16:53:25.448848
375 251.415 Mbps - 249.764 Mbps - 11.626 2023-09-26 16:54:25.645821
376 274.108 Mbps - 232.275 Mbps - 11.626 2023-09-26 16:55:25.943608
377 246.89 Mbps - 240.055 Mbps - 11.626 2023-09-26 16:56:26.400311
378 256.854 Mbps - 247.225 Mbps - 11.626 2023-09-26 16:57:26.633102
379 253.844 Mbps - 242.122 Mbps - 11.626 2023-09-26 16:58:26.998689
380 260.206 Mbps - 247.516 Mbps - 11.626 2023-09-26 16:59:27.234914
381 322.98 Mbps - 237.593 Mbps - 11.626 2023-09-26 17:00:27.669328
382 210.88 Mbps - 226.385 Mbps - 11.626 2023-09-26 17:01:28.563413
383 237.056 Mbps - 31.967 Mbps - 11.626 2023-09-26 17:02:57.634266
384 594.718 Mbps - 265.249 Mbps - 11.626 2023-09-26 17:03:53.108735
385 189.322 Mbps - 190.432 Mbps - 11.626 2023-09-26 17:04:54.950465
386 209.744 Mbps - 210.746 Mbps - 11.626 2023-09-26 17:05:56.142990
387 198.371 Mbps - 195.703 Mbps - 11.626 2023-09-26 17:06:57.860317
388 202.865 Mbps - 223.021 Mbps - 11.626 2023-09-26 17:07:58.914745
389 238.852 Mbps - 242.654 Mbps - 11.626 2023-09-26 17:08:59.302816
390 264.319 Mbps - 245.329 Mbps - 11.626 2023-09-26 17:09:59.638827
391 297.078 Mbps - 202.947 Mbps - 11.626 2023-09-26 17:11:00.984049
392 229.732 Mbps - 235.307 Mbps - 11.626 2023-09-26 17:12:01.604057
393 256.659 Mbps - 243.308 Mbps - 11.626 2023-09-26 17:13:01.990718
394 290.644 Mbps - 243.5 Mbps - 11.626 2023-09-26 17:14:02.301434
395 267.237 Mbps - 236.654 Mbps - 11.626 2023-09-26 17:15:02.771278
396 256.243 Mbps - 236.582 Mbps - 11.626 2023-09-26 17:16:03.241063
397 270.583 Mbps - 239.519 Mbps - 11.626 2023-09-26 17:17:03.694769
398 253.304 Mbps - 238.533 Mbps - 11.626 2023-09-26 17:18:04.119377
399 281.419 Mbps - 236.06 Mbps - 11.626 2023-09-26 17:19:04.589040
400 267.038 Mbps - 245.419 Mbps - 11.626 2023-09-26 17:20:04.899983
401 251.678 Mbps - 242.68 Mbps - 11.626 2023-09-26 17:21:05.263736
402 253.391 Mbps - 241.057 Mbps - 11.626 2023-09-26 17:22:05.685758
403 264.906 Mbps - 245.971 Mbps - 11.626 2023-09-26 17:23:06.071355
404 286.156 Mbps - 245.058 Mbps - 11.626 2023-09-26 17:24:06.407770
405 288.326 Mbps - 245.46 Mbps - 11.626 2023-09-26 17:25:06.716245
406 252.891 Mbps - 248.103 Mbps - 11.626 2023-09-26 17:26:07.050345
407 244.996 Mbps - 236.129 Mbps - 11.626 2023-09-26 17:27:07.591629
408 259.414 Mbps - 241.447 Mbps - 11.626 2023-09-26 17:28:07.946616
409 245.082 Mbps - 245.011 Mbps - 11.626 2023-09-26 17:29:08.254369
410 245.549 Mbps - 238.181 Mbps - 11.626 2023-09-26 17:30:08.881104
411 251.526 Mbps - 242.388 Mbps - 11.626 2023-09-26 17:31:09.260977
412 210.988 Mbps - 223.018 Mbps - 11.626 2023-09-26 17:32:10.162564
413 262.615 Mbps - 237.244 Mbps - 11.626 2023-09-26 17:33:10.661327
414 270.879 Mbps - 242.446 Mbps - 11.626 2023-09-26 17:34:10.988099
415 220.348 Mbps - 212.679 Mbps - 11.626 2023-09-26 17:35:12.108861
416 236.609 Mbps - 75.542 Mbps - 11.626 2023-09-26 17:36:41.861451
417 228.254 Mbps - 239.829 Mbps - 11.626 2023-09-26 17:37:42.565255
418 258.192 Mbps - 245.642 Mbps - 11.626 2023-09-26 17:38:42.834339
419 274.238 Mbps - 245.216 Mbps - 11.626 2023-09-26 17:39:43.115059
420 287.595 Mbps - 241.144 Mbps - 11.626 2023-09-26 17:40:43.485479
421 192.274 Mbps - 210.2 Mbps - 11.626 2023-09-26 17:41:44.606931
422 283.0 Mbps - 241.815 Mbps - 11.626 2023-09-26 17:42:45.007988
423 274.944 Mbps - 244.648 Mbps - 11.626 2023-09-26 17:43:45.321026
424 252.459 Mbps - 241.481 Mbps - 11.626 2023-09-26 17:44:45.682549
425 239.656 Mbps - 239.601 Mbps - 11.626 2023-09-26 17:45:46.071655
426 268.061 Mbps - 248.117 Mbps - 11.626 2023-09-26 17:46:46.407407
427 263.82 Mbps - 250.555 Mbps - 11.626 2023-09-26 17:47:46.582431
428 200.046 Mbps - 170.771 Mbps - 11.626 2023-09-26 17:48:49.198758
429 208.371 Mbps - 221.878 Mbps - 11.626 2023-09-26 17:49:50.246679
430 297.164 Mbps - 226.354 Mbps - 11.626 2023-09-26 17:50:50.784056
431 265.749 Mbps - 243.163 Mbps - 11.626 2023-09-26 17:51:51.201459
432 278.462 Mbps - 248.083 Mbps - 11.626 2023-09-26 17:52:51.443428
433 251.557 Mbps - 241.92 Mbps - 11.626 2023-09-26 17:53:51.843977
434 275.584 Mbps - 236.202 Mbps - 11.626 2023-09-26 17:54:52.318763
435 165.597 Mbps - 212.288 Mbps - 11.626 2023-09-26 17:55:53.613677
436 275.994 Mbps - 214.645 Mbps - 11.626 2023-09-26 17:56:54.622444
437 243.56 Mbps - 244.034 Mbps - 11.626 2023-09-26 17:57:54.972140
438 259.764 Mbps - 242.374 Mbps - 11.626 2023-09-26 17:58:55.311177
439 278.673 Mbps - 233.008 Mbps - 11.626 2023-09-26 17:59:55.905241
440 266.168 Mbps - 240.961 Mbps - 11.626 2023-09-26 18:00:56.282644
441 252.803 Mbps - 245.275 Mbps - 11.626 2023-09-26 18:01:56.572331
442 290.134 Mbps - 241.129 Mbps - 11.626 2023-09-26 18:02:56.918813
443 254.674 Mbps - 244.33 Mbps - 11.626 2023-09-26 18:03:57.248990
444 240.886 Mbps - 246.543 Mbps - 11.626 2023-09-26 18:04:57.615508
445 288.868 Mbps - 244.781 Mbps - 11.626 2023-09-26 18:05:57.912328
446 267.821 Mbps - 240.045 Mbps - 11.626 2023-09-26 18:06:58.293235
447 224.827 Mbps - 37.639 Mbps - 11.626 2023-09-26 18:08:28.384605
448 240.893 Mbps - 241.647 Mbps - 11.626 2023-09-26 18:09:28.986460
449 258.374 Mbps - 244.536 Mbps - 11.626 2023-09-26 18:10:29.354305
450 275.107 Mbps - 244.146 Mbps - 11.626 2023-09-26 18:11:29.656676
451 253.483 Mbps - 244.909 Mbps - 11.626 2023-09-26 18:12:29.955791
452 229.979 Mbps - 241.115 Mbps - 11.626 2023-09-26 18:13:30.360019
453 247.704 Mbps - 245.865 Mbps - 11.626 2023-09-26 18:14:30.676664
454 271.385 Mbps - 241.137 Mbps - 11.626 2023-09-26 18:15:31.137242
455 288.797 Mbps - 248.324 Mbps - 11.626 2023-09-26 18:16:31.445560
456 263.456 Mbps - 240.852 Mbps - 11.626 2023-09-26 18:17:31.815685
457 243.259 Mbps - 245.342 Mbps - 11.626 2023-09-26 18:18:32.084686
458 209.176 Mbps - 186.812 Mbps - 11.626 2023-09-26 18:19:34.583555
459 270.006 Mbps - 240.224 Mbps - 11.626 2023-09-26 18:20:34.977190
460 276.744 Mbps - 244.677 Mbps - 11.626 2023-09-26 18:21:35.391371
461 275.065 Mbps - 248.516 Mbps - 11.626 2023-09-26 18:22:35.689148
462 240.994 Mbps - 246.504 Mbps - 11.626 2023-09-26 18:23:35.964236
463 247.799 Mbps - 241.229 Mbps - 11.626 2023-09-26 18:24:36.370705
464 223.932 Mbps - 222.35 Mbps - 11.626 2023-09-26 18:25:37.204846
465 260.127 Mbps - 248.472 Mbps - 11.626 2023-09-26 18:26:37.451885
466 300.854 Mbps - 246.039 Mbps - 11.626 2023-09-26 18:27:37.760540
467 253.107 Mbps - 243.279 Mbps - 11.626 2023-09-26 18:28:38.092875
468 313.717 Mbps - 247.597 Mbps - 11.626 2023-09-26 18:29:38.334848
469 293.44 Mbps - 241.587 Mbps - 11.626 2023-09-26 18:30:38.696508
470 248.844 Mbps - 246.453 Mbps - 11.626 2023-09-26 18:31:38.996379
471 248.778 Mbps - 243.608 Mbps - 11.626 2023-09-26 18:32:39.364544
472 253.557 Mbps - 245.261 Mbps - 11.626 2023-09-26 18:33:39.659990
473 263.035 Mbps - 251.254 Mbps - 11.626 2023-09-26 18:34:39.829053
474 234.231 Mbps - 242.87 Mbps - 11.626 2023-09-26 18:35:40.190245
475 255.571 Mbps - 248.12 Mbps - 11.626 2023-09-26 18:36:40.443764
476 603.166 Mbps - 267.516 Mbps - 11.626 2023-09-26 18:37:35.806839
477 558.992 Mbps - 264.015 Mbps - 11.626 2023-09-26 18:38:31.610673
478 643.082 Mbps - 266.413 Mbps - 11.626 2023-09-26 18:39:26.609969
479 597.186 Mbps - 266.126 Mbps - 11.626 2023-09-26 18:40:21.974054
480 561.577 Mbps - 267.247 Mbps - 11.626 2023-09-26 18:41:17.659956
481 642.392 Mbps - 267.107 Mbps - 11.626 2023-09-26 18:42:12.609380
482 740.978 Mbps - 266.827 Mbps - 11.626 2023-09-26 18:43:06.904083
483 589.958 Mbps - 267.695 Mbps - 11.626 2023-09-26 18:44:02.423079
484 195.781 Mbps - 224.912 Mbps - 11.626 2023-09-26 18:45:03.349091
485 165.743 Mbps - 183.13 Mbps - 11.626 2023-09-26 18:46:05.544613
486 86.91 Mbps - 0.0 bps - 11.626 2023-09-26 18:47:27.938460
487 707.525 Mbps - 263.461 Mbps - 11.626 2023-09-26 18:48:22.539337
488 718.92 Mbps - 262.031 Mbps - 11.626 2023-09-26 18:49:17.072059
489 739.557 Mbps - 264.13 Mbps - 11.626 2023-09-26 18:50:11.451238
490 732.289 Mbps - 263.133 Mbps - 11.626 2023-09-26 18:51:05.937568
491 422.781 Mbps - 211.253 Mbps - 11.626 2023-09-26 18:52:04.885217
492 272.122 Mbps - 241.549 Mbps - 11.626 2023-09-26 18:53:05.291840
493 252.277 Mbps - 246.444 Mbps - 11.626 2023-09-26 18:54:05.551238
494 273.024 Mbps - 246.369 Mbps - 11.626 2023-09-26 18:55:05.828155
495 250.511 Mbps - 239.353 Mbps - 11.626 2023-09-26 18:56:06.385899
496 275.723 Mbps - 243.845 Mbps - 11.626 2023-09-26 18:57:06.675750
497 235.093 Mbps - 183.722 Mbps - 11.626 2023-09-26 18:58:08.779612
498 223.959 Mbps - 208.552 Mbps - 11.626 2023-09-26 18:59:09.971226
499 234.023 Mbps - 201.902 Mbps - 11.626 2023-09-26 19:00:11.647930
500 219.887 Mbps - 183.356 Mbps - 11.626 2023-09-26 19:01:13.707176
501 215.251 Mbps - 168.459 Mbps - 11.626 2023-09-26 19:02:16.728273
502 227.838 Mbps - 228.236 Mbps - 11.626 2023-09-26 19:03:17.454956
503 248.062 Mbps - 218.674 Mbps - 11.626 2023-09-26 19:04:18.573806
504 271.271 Mbps - 243.429 Mbps - 11.626 2023-09-26 19:05:18.921695
505 230.638 Mbps - 230.026 Mbps - 11.626 2023-09-26 19:06:19.570350
506 327.574 Mbps - 255.253 Mbps - 11.626 2023-09-26 19:07:19.697960
507 365.162 Mbps - 259.07 Mbps - 11.626 2023-09-26 19:08:18.699162
508 611.996 Mbps - 265.636 Mbps - 11.626 2023-09-26 19:09:13.928866
509 672.861 Mbps - 263.103 Mbps - 11.626 2023-09-26 19:10:08.864683
510 509.224 Mbps - 256.889 Mbps - 11.626 2023-09-26 19:11:05.473769
511 553.541 Mbps - 265.837 Mbps - 11.626 2023-09-26 19:12:01.432674
512 581.514 Mbps - 265.481 Mbps - 11.626 2023-09-26 19:12:56.972890
513 596.444 Mbps - 264.438 Mbps - 11.626 2023-09-26 19:13:52.426022
514 617.216 Mbps - 263.827 Mbps - 11.626 2023-09-26 19:14:47.702928
515 532.196 Mbps - 266.028 Mbps - 11.626 2023-09-26 19:15:43.712378
516 491.913 Mbps - 267.629 Mbps - 11.626 2023-09-26 19:16:40.255004
517 492.127 Mbps - 268.074 Mbps - 11.626 2023-09-26 19:17:36.743029
518 618.462 Mbps - 265.142 Mbps - 11.626 2023-09-26 19:18:31.946022
519 629.443 Mbps - 267.465 Mbps - 11.626 2023-09-26 19:19:27.050262
520 639.859 Mbps - 265.46 Mbps - 11.626 2023-09-26 19:20:22.058554
521 668.061 Mbps - 266.69 Mbps - 11.626 2023-09-26 19:21:16.828980
522 722.556 Mbps - 266.552 Mbps - 11.626 2023-09-26 19:22:11.260603
523 596.222 Mbps - 259.712 Mbps - 11.626 2023-09-26 19:23:06.819578
524 643.041 Mbps - 266.712 Mbps - 11.626 2023-09-26 19:24:01.787892
525 591.019 Mbps - 265.014 Mbps - 11.626 2023-09-26 19:24:57.227938
526 247.773 Mbps - 245.966 Mbps - 11.626 2023-09-26 19:25:57.542188
527 255.777 Mbps - 247.838 Mbps - 11.626 2023-09-26 19:26:57.801180
528 266.262 Mbps - 246.108 Mbps - 11.626 2023-09-26 19:27:58.145883
529 251.488 Mbps - 238.908 Mbps - 11.626 2023-09-26 19:28:58.653763
530 243.042 Mbps - 239.652 Mbps - 11.626 2023-09-26 19:29:59.158072
531 263.278 Mbps - 244.442 Mbps - 11.626 2023-09-26 19:30:59.477721
532 275.592 Mbps - 247.73 Mbps - 11.626 2023-09-26 19:31:59.757102
533 250.869 Mbps - 245.371 Mbps - 11.626 2023-09-26 19:33:00.079751
534 277.772 Mbps - 241.602 Mbps - 11.626 2023-09-26 19:34:00.520013
535 250.07 Mbps - 242.425 Mbps - 11.626 2023-09-26 19:35:00.878477
536 287.895 Mbps - 242.439 Mbps - 11.626 2023-09-26 19:36:01.263657
537 213.59 Mbps - 243.421 Mbps - 11.626 2023-09-26 19:37:01.599627
538 277.064 Mbps - 239.49 Mbps - 11.626 2023-09-26 19:38:02.063689
539 263.195 Mbps - 242.767 Mbps - 11.626 2023-09-26 19:39:02.430524
540 255.895 Mbps - 244.528 Mbps - 11.626 2023-09-26 19:40:02.772921
541 283.845 Mbps - 245.341 Mbps - 11.626 2023-09-26 19:41:03.077869
542 264.87 Mbps - 246.057 Mbps - 11.626 2023-09-26 19:42:03.442075
543 260.031 Mbps - 244.732 Mbps - 11.626 2023-09-26 19:43:03.755630
544 228.234 Mbps - 243.241 Mbps - 11.626 2023-09-26 19:44:04.240686
545 280.966 Mbps - 250.261 Mbps - 11.626 2023-09-26 19:45:04.503018
546 267.766 Mbps - 246.559 Mbps - 11.626 2023-09-26 19:46:04.831434
547 245.098 Mbps - 243.733 Mbps - 11.626 2023-09-26 19:47:05.184200
548 255.248 Mbps - 245.814 Mbps - 11.626 2023-09-26 19:48:05.456107
549 249.024 Mbps - 250.15 Mbps - 11.626 2023-09-26 19:49:05.649790
550 248.097 Mbps - 246.215 Mbps - 11.626 2023-09-26 19:50:05.953613
551 293.561 Mbps - 234.742 Mbps - 11.626 2023-09-26 19:51:06.570139
552 264.345 Mbps - 242.134 Mbps - 11.626 2023-09-26 19:52:06.939504
553 257.15 Mbps - 243.067 Mbps - 11.626 2023-09-26 19:53:07.264491
554 272.254 Mbps - 244.888 Mbps - 11.626 2023-09-26 19:54:07.603969
555 259.03 Mbps - 241.462 Mbps - 11.626 2023-09-26 19:55:07.973484
556 255.737 Mbps - 237.765 Mbps - 11.626 2023-09-26 19:56:08.451200
557 268.355 Mbps - 245.73 Mbps - 11.626 2023-09-26 19:57:08.785840
558 281.127 Mbps - 245.974 Mbps - 11.626 2023-09-26 19:58:09.141129
559 258.336 Mbps - 245.564 Mbps - 11.626 2023-09-26 19:59:09.427409
560 259.701 Mbps - 246.654 Mbps - 11.626 2023-09-26 20:00:09.878976
561 261.068 Mbps - 243.908 Mbps - 11.626 2023-09-26 20:01:10.242101
562 277.25 Mbps - 248.837 Mbps - 11.626 2023-09-26 20:02:10.508496
563 252.604 Mbps - 246.608 Mbps - 11.626 2023-09-26 20:03:10.783078
564 247.883 Mbps - 244.205 Mbps - 11.626 2023-09-26 20:04:11.081471
565 248.754 Mbps - 245.265 Mbps - 11.626 2023-09-26 20:05:11.376117
566 276.467 Mbps - 242.028 Mbps - 11.626 2023-09-26 20:06:11.724041
567 276.365 Mbps - 246.102 Mbps - 11.626 2023-09-26 20:07:12.029368
568 254.804 Mbps - 241.572 Mbps - 11.626 2023-09-26 20:08:12.477854
569 247.777 Mbps - 246.909 Mbps - 11.626 2023-09-26 20:09:12.820236
570 229.847 Mbps - 245.254 Mbps - 11.626 2023-09-26 20:10:13.344146
571 249.827 Mbps - 248.491 Mbps - 11.626 2023-09-26 20:11:13.707535
572 279.889 Mbps - 242.571 Mbps - 11.626 2023-09-26 20:12:14.126171
573 268.765 Mbps - 244.443 Mbps - 11.626 2023-09-26 20:13:14.490154
574 254.167 Mbps - 242.868 Mbps - 11.626 2023-09-26 20:14:14.845456
575 257.39 Mbps - 246.446 Mbps - 11.626 2023-09-26 20:15:15.133324
576 267.993 Mbps - 242.241 Mbps - 11.626 2023-09-26 20:16:15.519241
577 251.095 Mbps - 245.869 Mbps - 11.626 2023-09-26 20:17:15.978217
578 287.569 Mbps - 237.561 Mbps - 11.626 2023-09-26 20:18:16.419858
579 275.433 Mbps - 241.676 Mbps - 11.626 2023-09-26 20:19:16.793277
580 270.864 Mbps - 245.113 Mbps - 11.626 2023-09-26 20:20:17.121738
581 292.934 Mbps - 243.978 Mbps - 11.626 2023-09-26 20:21:17.475879
582 282.291 Mbps - 240.844 Mbps - 11.626 2023-09-26 20:22:17.860808
583 249.653 Mbps - 241.673 Mbps - 11.626 2023-09-26 20:23:18.273779
584 284.481 Mbps - 241.004 Mbps - 11.626 2023-09-26 20:24:18.639375
585 272.418 Mbps - 221.406 Mbps - 11.626 2023-09-26 20:25:19.684114
586 247.111 Mbps - 242.372 Mbps - 11.626 2023-09-26 20:26:20.279828
587 257.211 Mbps - 230.528 Mbps - 11.626 2023-09-26 20:27:20.978077
588 243.919 Mbps - 247.442 Mbps - 11.626 2023-09-26 20:28:21.275441
589 246.006 Mbps - 249.688 Mbps - 11.626 2023-09-26 20:29:21.722207
590 295.779 Mbps - 245.956 Mbps - 11.626 2023-09-26 20:30:22.013771
591 271.01 Mbps - 248.104 Mbps - 11.626 2023-09-26 20:31:22.266766
592 288.112 Mbps - 247.175 Mbps - 11.626 2023-09-26 20:32:22.567458
593 242.101 Mbps - 248.148 Mbps - 11.626 2023-09-26 20:33:22.947904
594 249.548 Mbps - 254.234 Mbps - 11.626 2023-09-26 20:34:23.097985
595 262.255 Mbps - 247.832 Mbps - 11.626 2023-09-26 20:35:23.367298
596 248.631 Mbps - 215.778 Mbps - 11.626 2023-09-26 20:36:24.486243
597 261.302 Mbps - 243.372 Mbps - 11.626 2023-09-26 20:37:24.948207
598 282.583 Mbps - 251.562 Mbps - 11.626 2023-09-26 20:38:25.126296
599 274.736 Mbps - 251.261 Mbps - 11.626 2023-09-26 20:39:25.388579
600 258.766 Mbps - 245.707 Mbps - 11.626 2023-09-26 20:40:25.767404
601 266.66 Mbps - 242.274 Mbps - 11.626 2023-09-26 20:41:26.120675
602 238.473 Mbps - 245.21 Mbps - 11.626 2023-09-26 20:42:26.482444
603 245.039 Mbps - 229.557 Mbps - 11.626 2023-09-26 20:43:26.887741
604 270.37 Mbps - 249.076 Mbps - 11.626 2023-09-26 20:44:27.118612
605 275.086 Mbps - 243.46 Mbps - 11.626 2023-09-26 20:45:27.451674
606 284.462 Mbps - 247.159 Mbps - 11.626 2023-09-26 20:46:27.891914
607 288.774 Mbps - 250.232 Mbps - 11.626 2023-09-26 20:47:28.082159
608 272.82 Mbps - 246.283 Mbps - 11.626 2023-09-26 20:48:28.360897
609 271.837 Mbps - 249.939 Mbps - 11.626 2023-09-26 20:49:28.555609
610 260.077 Mbps - 251.532 Mbps - 11.626 2023-09-26 20:50:28.742024
611 266.113 Mbps - 253.249 Mbps - 11.626 2023-09-26 20:51:28.927495
612 242.248 Mbps - 244.774 Mbps - 11.626 2023-09-26 20:52:29.479575
613 247.156 Mbps - 244.882 Mbps - 11.626 2023-09-26 20:53:29.793859
614 273.808 Mbps - 247.081 Mbps - 11.626 2023-09-26 20:54:30.105034
615 245.729 Mbps - 243.425 Mbps - 11.626 2023-09-26 20:55:30.418646
616 257.172 Mbps - 246.626 Mbps - 11.626 2023-09-26 20:56:30.691906
617 260.093 Mbps - 245.793 Mbps - 11.626 2023-09-26 20:57:31.028308
618 265.248 Mbps - 241.741 Mbps - 11.626 2023-09-26 20:58:31.444596
619 232.643 Mbps - 238.863 Mbps - 11.626 2023-09-26 20:59:31.892673
620 252.665 Mbps - 246.674 Mbps - 11.626 2023-09-26 21:00:32.251515
621 269.089 Mbps - 244.505 Mbps - 11.626 2023-09-26 21:01:32.604123
622 249.627 Mbps - 248.814 Mbps - 11.626 2023-09-26 21:02:32.827659
623 291.654 Mbps - 251.487 Mbps - 11.626 2023-09-26 21:03:33.036466
624 253.48 Mbps - 248.912 Mbps - 11.626 2023-09-26 21:04:33.335321
625 279.269 Mbps - 246.547 Mbps - 11.626 2023-09-26 21:05:33.598082
626 250.179 Mbps - 248.61 Mbps - 11.626 2023-09-26 21:06:33.811099
627 270.351 Mbps - 244.795 Mbps - 11.626 2023-09-26 21:07:34.119351
628 270.661 Mbps - 247.429 Mbps - 11.626 2023-09-26 21:08:34.402329
629 239.129 Mbps - 237.659 Mbps - 11.626 2023-09-26 21:09:34.962459
630 262.205 Mbps - 244.183 Mbps - 11.626 2023-09-26 21:10:35.439808
631 265.068 Mbps - 245.585 Mbps - 11.626 2023-09-26 21:11:35.779168
632 262.237 Mbps - 249.873 Mbps - 11.626 2023-09-26 21:12:35.980389
633 253.222 Mbps - 249.512 Mbps - 11.626 2023-09-26 21:13:36.204359
634 267.588 Mbps - 236.54 Mbps - 11.626 2023-09-26 21:14:36.744211
635 268.041 Mbps - 249.074 Mbps - 11.626 2023-09-26 21:15:36.970297
636 282.177 Mbps - 244.986 Mbps - 11.626 2023-09-26 21:16:37.300445
637 261.586 Mbps - 249.768 Mbps - 11.626 2023-09-26 21:17:37.499160
638 256.114 Mbps - 242.893 Mbps - 11.626 2023-09-26 21:18:37.887207
639 237.772 Mbps - 34.322 Mbps - 11.626 2023-09-26 21:20:01.883341
640 582.217 Mbps - 266.189 Mbps - 11.626 2023-09-26 21:20:57.465007
641 638.004 Mbps - 259.395 Mbps - 11.626 2023-09-26 21:21:52.702339
642 509.706 Mbps - 264.247 Mbps - 11.626 2023-09-26 21:22:49.086838
643 547.241 Mbps - 263.228 Mbps - 11.626 2023-09-26 21:23:45.118537
644 514.655 Mbps - 264.834 Mbps - 11.626 2023-09-26 21:24:41.443579
645 580.012 Mbps - 264.235 Mbps - 11.626 2023-09-26 21:25:37.031541
646 627.117 Mbps - 264.019 Mbps - 11.626 2023-09-26 21:26:32.264045
647 574.7 Mbps - 263.386 Mbps - 11.626 2023-09-26 21:27:27.930506
648 655.87 Mbps - 264.916 Mbps - 11.626 2023-09-26 21:28:22.872635
649 614.536 Mbps - 264.329 Mbps - 11.626 2023-09-26 21:29:18.141775
650 480.831 Mbps - 262.809 Mbps - 11.626 2023-09-26 21:30:14.928051
651 724.349 Mbps - 264.163 Mbps - 11.626 2023-09-26 21:31:09.446624
652 438.662 Mbps - 264.496 Mbps - 11.626 2023-09-26 21:32:06.930504
653 680.378 Mbps - 264.887 Mbps - 11.626 2023-09-26 21:33:01.719922
654 667.63 Mbps - 264.18 Mbps - 11.626 2023-09-26 21:33:56.664136
655 639.963 Mbps - 264.936 Mbps - 11.626 2023-09-26 21:34:51.759348
656 507.119 Mbps - 268.522 Mbps - 11.626 2023-09-26 21:35:48.148369
657 619.295 Mbps - 265.763 Mbps - 11.626 2023-09-26 21:36:43.359892
658 619.041 Mbps - 266.022 Mbps - 11.626 2023-09-26 21:37:38.561663
659 605.147 Mbps - 267.76 Mbps - 11.626 2023-09-26 21:38:33.812276
660 620.068 Mbps - 264.71 Mbps - 11.626 2023-09-26 21:39:29.026971
661 534.876 Mbps - 265.73 Mbps - 11.626 2023-09-26 21:40:25.085758
