Run Count Download - Upload - PING Record Time
662 577.41 Mbps - 263.234 Mbps - 11.626 2023-09-26 21:41:20.783720
663 548.773 Mbps - 265.868 Mbps - 11.626 2023-09-26 21:42:16.658079
664 576.718 Mbps - 260.854 Mbps - 11.626 2023-09-26 21:43:12.333278
665 588.541 Mbps - 266.225 Mbps - 11.626 2023-09-26 21:44:07.866576
666 501.991 Mbps - 264.38 Mbps - 11.626 2023-09-26 21:45:04.366766
667 638.795 Mbps - 264.37 Mbps - 11.626 2023-09-26 21:45:59.416623
668 651.048 Mbps - 263.906 Mbps - 11.626 2023-09-26 21:46:54.429818
669 532.899 Mbps - 265.664 Mbps - 11.626 2023-09-26 21:47:50.502041
670 642.836 Mbps - 266.746 Mbps - 11.626 2023-09-26 21:48:45.531687
671 604.309 Mbps - 263.75 Mbps - 11.626 2023-09-26 21:49:40.936799
672 522.712 Mbps - 266.005 Mbps - 11.626 2023-09-26 21:50:37.126221
673 571.528 Mbps - 267.866 Mbps - 11.626 2023-09-26 21:51:32.803881
674 634.897 Mbps - 266.536 Mbps - 11.626 2023-09-26 21:52:27.839429
675 631.97 Mbps - 265.644 Mbps - 11.626 2023-09-26 21:53:22.926087
676 564.464 Mbps - 266.61 Mbps - 11.626 2023-09-26 21:54:18.589623
677 633.864 Mbps - 265.641 Mbps - 11.626 2023-09-26 21:55:13.697431
678 649.264 Mbps - 266.974 Mbps - 11.626 2023-09-26 21:56:08.653817
679 590.58 Mbps - 267.295 Mbps - 11.626 2023-09-26 21:57:04.065295
680 623.915 Mbps - 266.446 Mbps - 11.626 2023-09-26 21:57:59.259488
681 548.7 Mbps - 267.006 Mbps - 11.626 2023-09-26 21:58:55.185546
682 650.022 Mbps - 265.01 Mbps - 11.626 2023-09-26 21:59:50.147178
683 629.349 Mbps - 267.294 Mbps - 11.626 2023-09-26 22:00:45.280940
684 619.457 Mbps - 265.322 Mbps - 11.626 2023-09-26 22:01:40.473270
685 610.723 Mbps - 267.793 Mbps - 11.626 2023-09-26 22:02:35.792839
686 568.113 Mbps - 267.744 Mbps - 11.626 2023-09-26 22:03:31.453193
687 631.148 Mbps - 267.253 Mbps - 11.626 2023-09-26 22:04:26.540434
688 654.221 Mbps - 266.761 Mbps - 11.626 2023-09-26 22:05:21.519916
689 658.189 Mbps - 265.155 Mbps - 11.626 2023-09-26 22:06:16.422689
690 649.445 Mbps - 267.178 Mbps - 11.626 2023-09-26 22:07:11.409108
691 648.884 Mbps - 265.227 Mbps - 11.626 2023-09-26 22:08:06.403721
692 646.976 Mbps - 265.762 Mbps - 11.626 2023-09-26 22:09:01.356999
693 658.004 Mbps - 268.264 Mbps - 11.626 2023-09-26 22:09:56.221414
694 697.023 Mbps - 266.195 Mbps - 11.626 2023-09-26 22:10:50.897343
695 544.626 Mbps - 266.89 Mbps - 11.626 2023-09-26 22:11:46.799748
696 586.121 Mbps - 265.194 Mbps - 11.626 2023-09-26 22:12:42.314270
697 610.244 Mbps - 268.972 Mbps - 11.626 2023-09-26 22:13:37.554399
698 670.654 Mbps - 266.647 Mbps - 11.626 2023-09-26 22:14:32.384370
699 600.145 Mbps - 266.924 Mbps - 11.626 2023-09-26 22:15:27.735930
700 624.727 Mbps - 265.785 Mbps - 11.626 2023-09-26 22:16:22.931123
701 684.821 Mbps - 268.479 Mbps - 11.626 2023-09-26 22:17:17.581743
702 572.291 Mbps - 266.838 Mbps - 11.626 2023-09-26 22:18:13.213244
703 504.086 Mbps - 267.462 Mbps - 11.626 2023-09-26 22:19:09.577259
704 601.295 Mbps - 266.792 Mbps - 11.626 2023-09-26 22:20:04.928941
705 744.228 Mbps - 264.894 Mbps - 11.626 2023-09-26 22:20:59.241168
706 631.726 Mbps - 267.288 Mbps - 11.626 2023-09-26 22:21:54.455569
707 700.526 Mbps - 265.003 Mbps - 11.626 2023-09-26 22:22:49.085713
708 538.008 Mbps - 267.682 Mbps - 11.626 2023-09-26 22:23:45.065257
709 628.75 Mbps - 264.911 Mbps - 11.626 2023-09-26 22:24:40.238210
710 588.511 Mbps - 266.76 Mbps - 11.626 2023-09-26 22:25:35.751038
711 713.376 Mbps - 263.871 Mbps - 11.626 2023-09-26 22:26:30.347185
712 657.181 Mbps - 265.591 Mbps - 11.626 2023-09-26 22:27:25.251347
713 647.702 Mbps - 264.845 Mbps - 11.626 2023-09-26 22:28:20.204766
714 640.112 Mbps - 264.378 Mbps - 11.626 2023-09-26 22:29:15.290473
715 634.574 Mbps - 265.847 Mbps - 11.626 2023-09-26 22:30:10.640966
716 585.999 Mbps - 267.261 Mbps - 11.626 2023-09-26 22:31:06.119523
717 560.859 Mbps - 266.661 Mbps - 11.626 2023-09-26 22:32:01.868478
718 581.229 Mbps - 264.7 Mbps - 11.626 2023-09-26 22:32:57.457565
719 732.053 Mbps - 267.406 Mbps - 11.626 2023-09-26 22:33:51.797454
720 612.798 Mbps - 266.22 Mbps - 11.626 2023-09-26 22:34:47.072182
721 582.138 Mbps - 267.508 Mbps - 11.626 2023-09-26 22:35:42.616957
722 641.221 Mbps - 265.971 Mbps - 11.626 2023-09-26 22:36:37.624008
723 629.818 Mbps - 267.847 Mbps - 11.626 2023-09-26 22:37:32.687249
724 621.745 Mbps - 267.105 Mbps - 11.626 2023-09-26 22:38:27.868612
725 626.947 Mbps - 266.832 Mbps - 11.626 2023-09-26 22:39:22.975605
726 621.043 Mbps - 265.821 Mbps - 11.626 2023-09-26 22:40:18.149624
727 508.066 Mbps - 268.051 Mbps - 11.626 2023-09-26 22:41:14.462483
728 394.523 Mbps - 265.205 Mbps - 11.626 2023-09-26 22:42:12.685412
729 370.133 Mbps - 265.821 Mbps - 11.626 2023-09-26 22:43:11.506955
730 537.779 Mbps - 245.133 Mbps - 11.626 2023-09-26 22:44:07.943404
731 679.75 Mbps - 219.818 Mbps - 11.626 2023-09-26 22:45:03.628239
732 667.474 Mbps - 266.111 Mbps - 11.626 2023-09-26 22:45:58.426003
733 586.535 Mbps - 267.363 Mbps - 11.626 2023-09-26 22:46:53.878323
734 578.305 Mbps - 266.722 Mbps - 11.626 2023-09-26 22:47:49.499288
735 514.298 Mbps - 264.551 Mbps - 11.626 2023-09-26 22:48:45.830739
736 622.472 Mbps - 264.243 Mbps - 11.626 2023-09-26 22:49:41.020133
737 656.689 Mbps - 268.513 Mbps - 11.626 2023-09-26 22:50:35.862612
738 578.858 Mbps - 266.254 Mbps - 11.626 2023-09-26 22:51:31.426364
739 627.627 Mbps - 266.423 Mbps - 11.626 2023-09-26 22:52:26.582379
740 606.134 Mbps - 265.634 Mbps - 11.626 2023-09-26 22:53:21.902716
741 662.628 Mbps - 264.269 Mbps - 11.626 2023-09-26 22:54:16.807758
742 417.415 Mbps - 268.176 Mbps - 11.626 2023-09-26 22:55:14.575059
743 401.944 Mbps - 266.86 Mbps - 11.626 2023-09-26 22:56:12.707621
744 373.229 Mbps - 265.052 Mbps - 11.626 2023-09-26 22:57:11.367463
745 568.665 Mbps - 223.29 Mbps - 11.626 2023-09-26 22:58:07.978875
746 578.247 Mbps - 209.355 Mbps - 11.626 2023-09-26 22:59:04.841216
747 660.48 Mbps - 265.591 Mbps - 11.626 2023-09-26 22:59:59.872497
748 713.472 Mbps - 254.29 Mbps - 11.626 2023-09-26 23:00:54.385516
749 679.627 Mbps - 265.662 Mbps - 11.626 2023-09-26 23:01:49.106368
750 763.03 Mbps - 266.983 Mbps - 11.626 2023-09-26 23:02:43.287846
751 711.818 Mbps - 267.715 Mbps - 11.626 2023-09-26 23:03:37.772996
752 667.944 Mbps - 265.285 Mbps - 11.626 2023-09-26 23:04:32.592906
753 642.794 Mbps - 265.682 Mbps - 11.626 2023-09-26 23:05:27.668397
754 636.903 Mbps - 267.036 Mbps - 11.626 2023-09-26 23:06:22.699326
755 604.495 Mbps - 267.602 Mbps - 11.626 2023-09-26 23:07:17.964744
756 601.705 Mbps - 266.81 Mbps - 11.626 2023-09-26 23:08:13.391341
757 389.455 Mbps - 265.076 Mbps - 11.626 2023-09-26 23:09:11.697401
758 477.445 Mbps - 245.993 Mbps - 11.626 2023-09-26 23:10:08.866501
759 581.62 Mbps - 210.22 Mbps - 11.626 2023-09-26 23:11:05.670612
760 674.782 Mbps - 267.036 Mbps - 11.626 2023-09-26 23:12:00.422299
761 653.152 Mbps - 265.27 Mbps - 11.626 2023-09-26 23:12:55.294035
762 717.932 Mbps - 267.73 Mbps - 11.626 2023-09-26 23:13:49.770982
763 654.191 Mbps - 264.988 Mbps - 11.626 2023-09-26 23:14:44.678543
764 683.357 Mbps - 268.572 Mbps - 11.626 2023-09-26 23:15:39.387108
765 578.653 Mbps - 265.809 Mbps - 11.626 2023-09-26 23:16:34.982909
766 586.177 Mbps - 268.212 Mbps - 11.626 2023-09-26 23:17:30.526650
767 644.152 Mbps - 265.731 Mbps - 11.626 2023-09-26 23:18:25.486394
768 660.918 Mbps - 268.866 Mbps - 11.626 2023-09-26 23:19:20.313867
769 616.843 Mbps - 264.369 Mbps - 11.626 2023-09-26 23:20:15.557807
770 400.428 Mbps - 264.487 Mbps - 11.626 2023-09-26 23:21:13.686931
771 449.392 Mbps - 265.222 Mbps - 11.626 2023-09-26 23:22:10.900206
772 545.074 Mbps - 237.901 Mbps - 11.626 2023-09-26 23:23:07.339832
773 647.688 Mbps - 231.454 Mbps - 11.626 2023-09-26 23:24:02.999266
774 676.952 Mbps - 264.476 Mbps - 11.626 2023-09-26 23:24:57.786656
775 663.021 Mbps - 265.725 Mbps - 11.626 2023-09-26 23:25:52.666604
776 632.56 Mbps - 265.634 Mbps - 11.626 2023-09-26 23:26:47.766575
777 604.107 Mbps - 264.258 Mbps - 11.626 2023-09-26 23:27:43.130841
778 585.336 Mbps - 264.578 Mbps - 11.626 2023-09-26 23:28:38.657382
779 0.0 bps - 259.013 Mbps - 11.626 2023-09-26 23:29:39.180277
780 236.056 Mbps - 244.288 Mbps - 11.626 2023-09-26 23:30:39.632249
781 249.017 Mbps - 244.897 Mbps - 11.626 2023-09-26 23:31:40.012103
782 256.225 Mbps - 239.229 Mbps - 11.626 2023-09-26 23:32:40.413743
783 259.229 Mbps - 242.114 Mbps - 11.626 2023-09-26 23:33:40.751959
784 239.668 Mbps - 242.393 Mbps - 11.626 2023-09-26 23:34:41.134424
785 261.713 Mbps - 241.964 Mbps - 11.626 2023-09-26 23:35:41.515847
786 261.898 Mbps - 248.868 Mbps - 11.626 2023-09-26 23:36:41.827535
787 259.643 Mbps - 245.763 Mbps - 11.626 2023-09-26 23:37:42.141953
788 266.351 Mbps - 249.133 Mbps - 11.626 2023-09-26 23:38:42.395664
789 295.464 Mbps - 236.015 Mbps - 11.626 2023-09-26 23:39:42.983300
790 236.467 Mbps - 245.47 Mbps - 11.626 2023-09-26 23:40:43.280072
791 305.637 Mbps - 242.785 Mbps - 11.626 2023-09-26 23:41:43.654908
792 250.732 Mbps - 250.334 Mbps - 11.626 2023-09-26 23:42:43.891652
793 315.928 Mbps - 242.889 Mbps - 11.626 2023-09-26 23:43:44.264998
794 252.806 Mbps - 240.688 Mbps - 11.626 2023-09-26 23:44:44.669996
795 260.145 Mbps - 243.193 Mbps - 11.626 2023-09-26 23:45:45.028893
796 268.511 Mbps - 243.449 Mbps - 11.626 2023-09-26 23:46:45.357561
797 273.501 Mbps - 244.729 Mbps - 11.626 2023-09-26 23:47:45.701037
798 256.606 Mbps - 239.042 Mbps - 11.626 2023-09-26 23:48:46.153981
799 261.985 Mbps - 246.951 Mbps - 11.626 2023-09-26 23:49:46.521702
800 270.649 Mbps - 246.989 Mbps - 11.626 2023-09-26 23:50:46.828557
801 258.519 Mbps - 243.097 Mbps - 11.626 2023-09-26 23:51:47.240792
802 257.852 Mbps - 246.501 Mbps - 11.626 2023-09-26 23:52:47.574063
803 271.478 Mbps - 231.561 Mbps - 11.626 2023-09-26 23:53:48.281514
804 290.223 Mbps - 235.708 Mbps - 11.626 2023-09-26 23:54:48.821689
805 260.077 Mbps - 245.893 Mbps - 11.626 2023-09-26 23:55:49.168172
806 276.509 Mbps - 244.712 Mbps - 11.626 2023-09-26 23:56:49.534790
807 302.19 Mbps - 244.626 Mbps - 11.626 2023-09-26 23:57:49.909159
808 258.473 Mbps - 243.56 Mbps - 11.626 2023-09-26 23:58:50.286802
809 253.288 Mbps - 244.465 Mbps - 11.626 2023-09-26 23:59:50.641477
810 291.813 Mbps - 240.836 Mbps - 11.626 2023-09-27 00:00:51.014493
811 283.326 Mbps - 239.851 Mbps - 11.626 2023-09-27 00:01:51.412657
812 290.4 Mbps - 253.133 Mbps - 11.626 2023-09-27 00:02:51.577642
813 253.623 Mbps - 244.163 Mbps - 11.626 2023-09-27 00:03:51.916735
814 261.059 Mbps - 241.691 Mbps - 11.626 2023-09-27 00:04:52.314994
815 255.572 Mbps - 246.206 Mbps - 11.626 2023-09-27 00:05:52.635184
816 249.755 Mbps - 244.313 Mbps - 11.626 2023-09-27 00:06:52.956957
817 252.861 Mbps - 241.432 Mbps - 11.626 2023-09-27 00:07:53.351670
818 249.228 Mbps - 248.993 Mbps - 11.626 2023-09-27 00:08:53.604026
819 278.616 Mbps - 243.792 Mbps - 11.626 2023-09-27 00:09:53.931171
820 272.76 Mbps - 247.077 Mbps - 11.626 2023-09-27 00:10:54.197675
821 251.983 Mbps - 242.28 Mbps - 11.626 2023-09-27 00:11:54.570857
822 268.189 Mbps - 240.618 Mbps - 11.626 2023-09-27 00:12:54.959500
823 288.192 Mbps - 244.473 Mbps - 11.626 2023-09-27 00:13:55.246949
824 265.14 Mbps - 244.45 Mbps - 11.626 2023-09-27 00:14:55.551885
825 258.233 Mbps - 244.709 Mbps - 11.626 2023-09-27 00:15:55.968484
826 249.665 Mbps - 239.634 Mbps - 11.626 2023-09-27 00:16:56.419619
827 259.599 Mbps - 242.72 Mbps - 11.626 2023-09-27 00:17:56.761973
828 284.066 Mbps - 245.133 Mbps - 11.626 2023-09-27 00:18:57.041130
829 244.164 Mbps - 243.271 Mbps - 11.626 2023-09-27 00:19:57.468102
830 275.915 Mbps - 240.841 Mbps - 11.626 2023-09-27 00:20:57.914761
831 292.145 Mbps - 237.19 Mbps - 11.626 2023-09-27 00:21:58.373736
832 264.498 Mbps - 244.423 Mbps - 11.626 2023-09-27 00:22:58.749854
833 278.133 Mbps - 236.243 Mbps - 11.626 2023-09-27 00:23:59.226226
834 262.632 Mbps - 241.464 Mbps - 11.626 2023-09-27 00:24:59.604822
835 271.665 Mbps - 244.007 Mbps - 11.626 2023-09-27 00:25:59.967657
836 269.939 Mbps - 242.288 Mbps - 11.626 2023-09-27 00:27:00.391853
837 256.642 Mbps - 236.832 Mbps - 11.626 2023-09-27 00:28:00.869029
838 263.109 Mbps - 232.586 Mbps - 11.626 2023-09-27 00:29:01.483804
839 280.067 Mbps - 241.02 Mbps - 11.626 2023-09-27 00:30:02.099754
840 263.426 Mbps - 195.565 Mbps - 11.626 2023-09-27 00:31:03.686995
841 257.013 Mbps - 190.7 Mbps - 11.626 2023-09-27 00:32:05.424899
842 247.389 Mbps - 203.026 Mbps - 11.626 2023-09-27 00:33:06.754084
843 264.548 Mbps - 204.516 Mbps - 11.626 2023-09-27 00:34:08.043462
844 259.342 Mbps - 219.267 Mbps - 11.626 2023-09-27 00:35:08.919222
845 241.242 Mbps - 238.106 Mbps - 11.626 2023-09-27 00:36:09.432566
846 214.44 Mbps - 207.672 Mbps - 11.626 2023-09-27 00:37:10.655200
847 171.292 Mbps - 237.328 Mbps - 11.626 2023-09-27 00:38:11.187210
848 222.926 Mbps - 239.775 Mbps - 11.626 2023-09-27 00:39:11.605234
849 273.619 Mbps - 238.815 Mbps - 11.626 2023-09-27 00:40:12.105711
850 258.485 Mbps - 240.576 Mbps - 11.626 2023-09-27 00:41:12.493526
851 209.73 Mbps - 244.43 Mbps - 11.626 2023-09-27 00:42:12.844825
852 255.071 Mbps - 249.429 Mbps - 11.626 2023-09-27 00:43:13.170727
853 227.947 Mbps - 239.428 Mbps - 11.626 2023-09-27 00:44:13.607875
854 200.532 Mbps - 237.883 Mbps - 11.626 2023-09-27 00:45:14.058190
855 190.589 Mbps - 238.877 Mbps - 11.626 2023-09-27 00:46:14.491182
856 191.398 Mbps - 245.41 Mbps - 11.626 2023-09-27 00:47:14.854932
857 194.808 Mbps - 237.697 Mbps - 11.626 2023-09-27 00:48:15.369442
858 207.777 Mbps - 241.382 Mbps - 11.626 2023-09-27 00:49:15.745633
859 212.38 Mbps - 235.204 Mbps - 11.626 2023-09-27 00:50:16.412120
860 218.155 Mbps - 238.138 Mbps - 11.626 2023-09-27 00:51:16.893782
861 237.057 Mbps - 250.249 Mbps - 11.626 2023-09-27 00:52:17.361630
862 242.644 Mbps - 246.226 Mbps - 11.626 2023-09-27 00:53:17.655275
863 249.624 Mbps - 241.252 Mbps - 11.626 2023-09-27 00:54:18.017249
864 231.176 Mbps - 246.666 Mbps - 11.626 2023-09-27 00:55:18.344784
865 231.677 Mbps - 249.25 Mbps - 11.626 2023-09-27 00:56:18.571771
866 250.769 Mbps - 243.565 Mbps - 11.626 2023-09-27 00:57:18.876380
867 266.166 Mbps - 246.816 Mbps - 11.626 2023-09-27 00:58:19.184011
868 237.962 Mbps - 244.692 Mbps - 11.626 2023-09-27 00:59:19.553499
869 375.513 Mbps - 243.266 Mbps - 11.626 2023-09-27 01:00:18.602655
870 289.93 Mbps - 244.655 Mbps - 11.626 2023-09-27 01:01:18.982358
871 276.952 Mbps - 240.663 Mbps - 11.626 2023-09-27 01:02:19.377596
872 255.156 Mbps - 246.832 Mbps - 11.626 2023-09-27 01:03:19.631012
873 222.212 Mbps - 247.687 Mbps - 11.626 2023-09-27 01:04:19.899921
874 273.552 Mbps - 241.4 Mbps - 11.626 2023-09-27 01:05:20.316686
875 277.38 Mbps - 247.454 Mbps - 11.626 2023-09-27 01:06:20.595183
876 289.126 Mbps - 223.313 Mbps - 11.626 2023-09-27 01:07:21.385531
877 271.999 Mbps - 245.916 Mbps - 11.626 2023-09-27 01:08:21.744447
878 268.305 Mbps - 249.591 Mbps - 11.626 2023-09-27 01:09:22.022977
879 277.312 Mbps - 245.824 Mbps - 11.626 2023-09-27 01:10:22.287454
880 282.59 Mbps - 244.432 Mbps - 11.626 2023-09-27 01:11:22.625952
881 264.437 Mbps - 226.871 Mbps - 11.626 2023-09-27 01:12:23.413356
882 275.052 Mbps - 238.272 Mbps - 11.626 2023-09-27 01:13:23.874744
883 281.904 Mbps - 243.578 Mbps - 11.626 2023-09-27 01:14:24.228149
884 235.542 Mbps - 240.495 Mbps - 11.626 2023-09-27 01:15:24.669252
885 305.954 Mbps - 248.225 Mbps - 11.626 2023-09-27 01:16:24.903531
886 291.25 Mbps - 239.089 Mbps - 11.626 2023-09-27 01:17:25.485335
887 309.546 Mbps - 245.362 Mbps - 11.626 2023-09-27 01:18:25.799633
888 244.421 Mbps - 246.216 Mbps - 11.626 2023-09-27 01:19:26.077899
889 270.203 Mbps - 231.662 Mbps - 11.626 2023-09-27 01:20:26.684577
890 276.526 Mbps - 246.065 Mbps - 11.626 2023-09-27 01:21:26.952351
891 252.029 Mbps - 244.557 Mbps - 11.626 2023-09-27 01:22:27.280064
892 285.917 Mbps - 243.06 Mbps - 11.626 2023-09-27 01:23:27.672837
893 523.954 Mbps - 263.598 Mbps - 11.626 2023-09-27 01:24:23.893093
894 679.358 Mbps - 263.423 Mbps - 11.626 2023-09-27 01:25:18.655052
895 504.482 Mbps - 265.333 Mbps - 11.626 2023-09-27 01:26:15.063475
896 346.215 Mbps - 267.112 Mbps - 11.626 2023-09-27 01:27:14.432535
897 341.834 Mbps - 266.373 Mbps - 11.626 2023-09-27 01:28:13.937111
898 299.195 Mbps - 265.471 Mbps - 11.626 2023-09-27 01:29:13.880233
899 602.105 Mbps - 264.691 Mbps - 11.626 2023-09-27 01:30:09.494128
900 575.209 Mbps - 175.932 Mbps - 11.626 2023-09-27 01:31:07.482348
901 631.67 Mbps - 264.417 Mbps - 11.626 2023-09-27 01:32:02.692025
902 612.439 Mbps - 263.795 Mbps - 11.626 2023-09-27 01:32:57.978332
903 610.89 Mbps - 263.259 Mbps - 11.626 2023-09-27 01:33:53.300290
904 583.035 Mbps - 267.961 Mbps - 11.626 2023-09-27 01:34:48.834246
905 615.658 Mbps - 264.441 Mbps - 11.626 2023-09-27 01:35:44.115049
906 579.879 Mbps - 269.044 Mbps - 11.626 2023-09-27 01:36:39.631845
907 664.647 Mbps - 265.546 Mbps - 11.626 2023-09-27 01:37:34.521843
908 624.256 Mbps - 267.421 Mbps - 11.626 2023-09-27 01:38:29.673735
909 674.375 Mbps - 267.342 Mbps - 11.626 2023-09-27 01:39:24.423831
910 626.087 Mbps - 266.665 Mbps - 11.626 2023-09-27 01:40:19.561259
911 639.813 Mbps - 255.971 Mbps - 11.626 2023-09-27 01:41:14.816564
912 604.238 Mbps - 265.045 Mbps - 11.626 2023-09-27 01:42:10.187648
913 611.741 Mbps - 261.478 Mbps - 11.626 2023-09-27 01:43:05.565887
914 703.631 Mbps - 268.278 Mbps - 11.626 2023-09-27 01:44:00.128739
915 692.546 Mbps - 265.231 Mbps - 11.626 2023-09-27 01:44:54.781601
916 631.603 Mbps - 264.816 Mbps - 11.626 2023-09-27 01:45:49.918038
917 629.06 Mbps - 267.367 Mbps - 11.626 2023-09-27 01:46:45.025887
918 648.697 Mbps - 264.565 Mbps - 11.626 2023-09-27 01:47:40.008741
919 569.666 Mbps - 265.132 Mbps - 11.626 2023-09-27 01:48:35.803328
920 630.945 Mbps - 266.092 Mbps - 11.626 2023-09-27 01:49:30.995226
921 536.567 Mbps - 266.134 Mbps - 11.626 2023-09-27 01:50:27.044227
922 597.93 Mbps - 265.576 Mbps - 11.626 2023-09-27 01:51:22.471167
923 659.778 Mbps - 265.333 Mbps - 11.626 2023-09-27 01:52:17.412126
924 636.685 Mbps - 266.271 Mbps - 11.626 2023-09-27 01:53:12.469540
925 636.462 Mbps - 267.476 Mbps - 11.626 2023-09-27 01:54:07.505233
926 695.232 Mbps - 268.099 Mbps - 11.626 2023-09-27 01:55:02.129512
927 592.371 Mbps - 264.279 Mbps - 11.626 2023-09-27 01:55:57.559868
928 634.129 Mbps - 264.777 Mbps - 11.626 2023-09-27 01:56:52.659977
929 600.49 Mbps - 266.264 Mbps - 11.626 2023-09-27 01:57:48.151192
930 624.677 Mbps - 264.565 Mbps - 11.626 2023-09-27 01:58:43.302773
931 582.306 Mbps - 262.621 Mbps - 11.626 2023-09-27 01:59:38.909919
932 693.782 Mbps - 267.206 Mbps - 11.626 2023-09-27 02:00:33.493972
933 666.559 Mbps - 264.097 Mbps - 11.626 2023-09-27 02:01:28.379822
934 641.756 Mbps - 266.893 Mbps - 11.626 2023-09-27 02:02:23.392981
935 650.14 Mbps - 263.738 Mbps - 11.626 2023-09-27 02:03:18.367315
936 675.649 Mbps - 264.848 Mbps - 11.626 2023-09-27 02:04:13.145928
937 641.07 Mbps - 266.806 Mbps - 11.626 2023-09-27 02:05:08.164098
938 669.07 Mbps - 266.579 Mbps - 11.626 2023-09-27 02:06:02.963521
939 693.958 Mbps - 263.073 Mbps - 11.626 2023-09-27 02:06:57.655275
940 660.737 Mbps - 265.74 Mbps - 11.626 2023-09-27 02:07:52.566365
941 657.241 Mbps - 265.162 Mbps - 11.626 2023-09-27 02:08:47.481993
942 675.511 Mbps - 265.048 Mbps - 11.626 2023-09-27 02:09:42.244315
943 647.825 Mbps - 264.761 Mbps - 11.626 2023-09-27 02:10:37.297980
944 594.798 Mbps - 264.227 Mbps - 11.626 2023-09-27 02:11:32.795486
945 748.771 Mbps - 268.685 Mbps - 11.626 2023-09-27 02:12:27.010926
946 645.452 Mbps - 266.937 Mbps - 11.626 2023-09-27 02:13:22.027132
947 642.448 Mbps - 262.935 Mbps - 11.626 2023-09-27 02:14:17.107690
948 590.512 Mbps - 267.421 Mbps - 11.626 2023-09-27 02:15:12.512600
949 596.206 Mbps - 260.819 Mbps - 11.626 2023-09-27 02:16:08.017421
950 519.838 Mbps - 266.854 Mbps - 11.626 2023-09-27 02:17:04.187209
951 557.141 Mbps - 264.851 Mbps - 11.626 2023-09-27 02:18:00.048418
952 670.357 Mbps - 265.606 Mbps - 11.626 2023-09-27 02:18:54.873323
953 615.888 Mbps - 266.103 Mbps - 11.626 2023-09-27 02:19:50.113534
954 616.693 Mbps - 265.985 Mbps - 11.626 2023-09-27 02:20:45.311326
955 630.347 Mbps - 263.434 Mbps - 11.626 2023-09-27 02:21:40.521425
956 627.901 Mbps - 267.82 Mbps - 11.626 2023-09-27 02:22:35.581084
957 586.475 Mbps - 263.941 Mbps - 11.626 2023-09-27 02:23:31.166536
958 676.534 Mbps - 264.007 Mbps - 11.626 2023-09-27 02:24:25.928235
959 618.171 Mbps - 265.853 Mbps - 11.626 2023-09-27 02:25:21.145933
960 683.07 Mbps - 264.528 Mbps - 11.626 2023-09-27 02:26:15.948251
961 651.846 Mbps - 266.642 Mbps - 11.626 2023-09-27 02:27:10.829607
962 579.341 Mbps - 263.922 Mbps - 11.626 2023-09-27 02:28:06.469370
963 690.771 Mbps - 264.649 Mbps - 11.626 2023-09-27 02:29:01.177925
964 656.273 Mbps - 264.777 Mbps - 11.626 2023-09-27 02:29:56.082942
965 618.349 Mbps - 265.405 Mbps - 11.626 2023-09-27 02:30:51.383741
966 616.851 Mbps - 266.685 Mbps - 11.626 2023-09-27 02:31:46.545631
967 620.928 Mbps - 265.032 Mbps - 11.626 2023-09-27 02:32:41.719836
968 559.118 Mbps - 264.503 Mbps - 11.626 2023-09-27 02:33:37.542361
969 582.734 Mbps - 264.082 Mbps - 11.626 2023-09-27 02:34:33.112261
970 705.431 Mbps - 263.903 Mbps - 11.626 2023-09-27 02:35:27.687994
971 587.461 Mbps - 261.536 Mbps - 11.626 2023-09-27 02:36:23.297659
972 598.606 Mbps - 266.047 Mbps - 11.626 2023-09-27 02:37:18.660136
973 652.266 Mbps - 264.137 Mbps - 11.626 2023-09-27 02:38:13.635225
974 692.104 Mbps - 265.226 Mbps - 11.626 2023-09-27 02:39:08.299783
975 558.019 Mbps - 263.971 Mbps - 11.626 2023-09-27 02:40:04.168947
976 679.444 Mbps - 262.722 Mbps - 11.626 2023-09-27 02:40:58.976314
977 554.14 Mbps - 257.584 Mbps - 11.626 2023-09-27 02:41:55.094677
978 332.912 Mbps - 250.116 Mbps - 11.626 2023-09-27 02:42:55.167812
979 299.192 Mbps - 252.565 Mbps - 11.626 2023-09-27 02:43:55.359148
980 324.88 Mbps - 256.39 Mbps - 11.626 2023-09-27 02:44:55.426482
981 332.962 Mbps - 251.071 Mbps - 11.626 2023-09-27 02:45:55.438780
982 325.384 Mbps - 215.369 Mbps - 11.626 2023-09-27 02:46:56.403856
983 272.786 Mbps - 207.577 Mbps - 11.626 2023-09-27 02:47:57.623868
984 300.959 Mbps - 246.435 Mbps - 11.626 2023-09-27 02:48:57.928358
985 310.313 Mbps - 217.926 Mbps - 11.626 2023-09-27 02:49:58.925455
986 450.204 Mbps - 264.516 Mbps - 11.626 2023-09-27 02:50:56.125304
987 506.653 Mbps - 261.157 Mbps - 11.626 2023-09-27 02:51:52.589246
988 525.492 Mbps - 251.765 Mbps - 11.626 2023-09-27 02:52:48.965919
989 562.957 Mbps - 259.673 Mbps - 11.626 2023-09-27 02:53:44.791315
990 446.017 Mbps - 248.8 Mbps - 11.626 2023-09-27 02:54:42.320608
991 673.574 Mbps - 264.318 Mbps - 11.626 2023-09-27 02:55:37.195670
992 333.735 Mbps - 246.108 Mbps - 11.626 2023-09-27 02:56:37.312260
993 316.82 Mbps - 208.544 Mbps - 11.626 2023-09-27 02:57:38.541394
